TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,951,E,8,E,32,1268,
TT2,951,N,8,N,32,1268,
TT3,951,E,8,E,32,1268,
TT4,951,E,8,E,32,1268,
TT5,951,N,8,N,32,1268,
TT6,951,N,8,N,32,1268,
TT7,951,E,8,E,32,1268,
TT8,951,N,8,N,32,1268,
TT9,951,N,8,N,32,1268,
TT10,951,N,8,N,32,1268,
TT11,951,N,8,N,32,1268,
TT12,951,S,8,S,32,1268,
R1,951,W,8,W,32,1268,
R2,951,W,8,W,32,1268,
