TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,1268,E,6,N,38,1506,
TT2,1268,N,7,NW,39,1545,
TT3,1268,E,6,N,38,1506,
TT4,1268,E,6,N,38,1506,
TT5,1268,N,6,W,38,1506,
TT6,1268,N,6,W,38,1506,
TT7,1268,E,6,N,38,1506,
TT8,1268,N,6,W,38,1506,
TT9,1268,N,6,W,38,1506,
TT10,1268,N,4,S,36,1426,
TT11,1268,N,6,W,38,1506,
TT12,1268,S,6,E,38,1506,
R1,1268,W,4,E,36,1426,
R2,1268,W,6,S,38,1506,
