TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,951,W,4,E,28,1109,
TT2,951,W,4,E,28,1109,
TT3,951,W,4,E,28,1109,
TT4,951,W,4,E,28,1109,
TT5,951,W,4,E,28,1109,
TT6,951,W,4,E,28,1109,
TT7,951,S,4,N,28,1109,
TT8,951,S,4,N,28,1109,
TT9,951,S,4,N,28,1109,
TT10,951,S,4,N,28,1109,
TT11,951,S,4,N,28,1109,
TT12,951,S,4,N,28,1109,
R1,951,E,4,W,28,1109,
R2,951,W,5,SE,29,1149,
