TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,2655,N,2,E,69,2734,
TT2,2853,SW,5,E,77,3051,
TT3,2932,N,2,E,76,3012,
TT4,1823,S,4,N,50,1981,
TT5,2695,E,6,N,74,2932,
TT6,3012,E,6,N,82,3250,
TT7,2536,S,4,N,68,2695,
TT8,2219,S,0,S,56,2219,
TT9,2061,N,0,N,52,2061,
TT10,2298,W,0,W,58,2298,
TT11,2853,S,6,E,78,3091,
TT12,2378,N,2,E,62,2457,
R1,3408,S,0,S,86,3408,
R2,1506,S,0,S,38,1506,
