TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,0,W,24,W,24,951,
TT2,0,W,24,W,24,951,
TT3,0,W,24,W,24,951,
TT4,0,W,24,W,24,951,
TT5,0,W,24,W,24,951,
TT6,0,W,24,W,24,951,
TT7,0,S,24,S,24,951,
TT8,0,S,24,S,24,951,
TT9,0,S,24,S,24,951,
TT10,0,S,24,S,24,951,
TT11,0,S,24,S,24,951,
TT12,0,S,24,S,24,951,
R1,0,E,24,E,24,951,
R2,0,W,24,W,24,951,
