TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,2497,S,4,N,67,2655,
TT2,2695,NE,4,SW,72,2853,
TT3,2734,SE,5,N,74,2932,
TT4,1823,S,0,S,46,1823,
TT5,2536,W,4,E,68,2695,
TT6,2853,W,4,E,76,3012,
TT7,2378,N,4,S,64,2536,
TT8,2061,N,4,S,56,2219,
TT9,1981,W,2,N,52,2061,
TT10,2140,E,4,W,58,2298,
TT11,2695,N,4,S,72,2853,
TT12,2219,S,4,N,60,2378,
R1,3250,N,4,S,86,3408,
R2,1506,S,0,S,38,1506,
