TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,1109,E,4,W,32,1268,
TT2,1109,E,4,W,32,1268,
TT3,1109,E,4,W,32,1268,
TT4,1109,E,4,W,32,1268,
TT5,1109,E,4,W,32,1268,
TT6,1109,E,4,W,32,1268,
TT7,1109,N,4,S,32,1268,
TT8,1109,N,4,S,32,1268,
TT9,1109,N,4,S,32,1268,
TT10,1109,N,4,S,32,1268,
TT11,1109,N,4,S,32,1268,
TT12,1109,N,4,S,32,1268,
R1,1109,W,4,E,32,1268,
R2,1149,SE,3,W,32,1268,
