TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,2100,E,2,S,55,2179,
TT2,2259,NW,5,S,62,2457,
TT3,2179,SW,2,NW,57,2259,
TT4,1823,S,0,S,46,1823,
TT5,2179,SW,0,SW,55,2179,
TT6,2378,E,4,W,64,2536,
TT7,1981,W,2,N,52,2061,
TT8,1942,SW,0,SW,49,1942,
TT9,1981,W,0,W,50,1981,
TT10,2140,E,0,E,54,2140,
TT11,2219,S,4,N,60,2378,
TT12,1823,E,4,W,50,1981,
R1,2774,S,4,N,74,2932,
R2,1506,S,0,S,38,1506,
