TT,Old Depth,Old Direction,Turns,New Direction,Total Turns,New Depth,Notes
TT1,1268,W,2,N,34,1347,
TT2,1268,W,2,N,34,1347,
TT3,1268,W,2,N,34,1347,
TT4,1268,W,2,N,34,1347,
TT5,1268,W,2,N,34,1347,
TT6,1268,W,2,N,34,1347,
TT7,1268,S,1,SW,33,1307,
TT8,1268,S,2,W,34,1347,
TT9,1268,S,4,N,36,1426,
TT10,1268,S,2,W,34,1347,
TT11,1268,S,2,W,34,1347,
TT12,1268,S,2,W,34,1347,
R1,1268,E,2,N,34,1347,
R2,1268,W,0,W,32,1268,
